7585
11
11782000
76708
 0 1 1 17 24  19 (D 0,1,1) (S 4,6,6) (S 45,1,6) (S 10,13,13) (S 55,6,13) (S 9,12,12) (S 60,13,12) (S 10,13,13) (S 97,12,13) (S 72,13,14) (S 10,13,13) (S 58,14,13) (S 72,13,14) (S 116,14,15) (S 7,9,9) (S 67,15,9) (S 8,10,10) (S 56,9,10) (D 0,1,1)
 0 1 2 4 11  6 (D 0,1,1) (S 1,2,2) (S 48,1,2) (S 5,7,7) (S 82,2,7) (D 0,1,1)
 0 1 3 44 98  46 (D 0,1,1) (S 71,1,5) (S 12,18,18) (S 83,5,18) (S 57,18,5) (S 92,5,11) (S 59,11,19) (S 12,18,18) (S 96,19,18) (S 19,29,29) (S 77,18,29) (S 16,26,26) (S 76,29,26) (S 24,34,34) (S 74,26,34) (S 25,35,35) (S 35,34,35) (S 26,36,36) (S 41,35,36) (S 28,42,42) (S 117,36,42) (S 30,44,44) (S 54,42,44) (S 28,42,42) (S 63,44,42) (S 51,42,41) (S 38,41,49) (S 30,44,44) (S 39,49,44) (S 39,44,49) (S 88,49,48) (S 44,48,41) (S 28,42,42) (S 51,41,42) (S 51,42,41) (S 80,41,40) (S 23,33,33) (S 47,40,33) (S 34,33,39) (S 19,29,29) (S 70,39,29) (S 16,26,26) (S 76,29,26) (S 20,30,30) (S 79,26,30) (D 0,1,1)
 0 1 4 19 48  21 (D 0,1,1) (S 4,6,6) (S 45,1,6) (S 9,12,12) (S 109,6,12) (S 10,13,13) (S 97,12,13) (S 72,13,14) (S 13,22,22) (S 118,14,22) (S 69,22,14) (S 116,14,15) (S 11,16,16) (S 89,15,16) (S 33,16,17) (S 15,25,25) (S 46,17,25) (S 46,25,17) (S 8,10,10) (S 81,17,10) (D 0,1,1)
 0 1 5 14 17  16 (D 0,1,1) (S 4,6,6) (S 45,1,6) (S 9,12,12) (S 109,6,12) (S 10,13,13) (S 97,12,13) (S 72,13,14) (S 116,14,15) (S 98,15,14) (S 116,14,15) (S 101,15,23) (S 21,31,31) (S 50,23,31) (S 50,31,23) (D 0,1,1)
 0 1 6 33 64  35 (D 0,1,1) (S 4,6,6) (S 45,1,6) (S 9,12,12) (S 109,6,12) (S 10,13,13) (S 97,12,13) (S 72,13,14) (S 116,14,15) (S 7,9,9) (S 67,15,9) (S 2,3,3) (S 61,9,3) (S 1,2,2) (S 91,3,2) (S 48,2,1) (S 71,1,5) (S 92,5,11) (S 9,12,12) (S 75,11,12) (S 10,13,13) (S 97,12,13) (S 72,13,14) (S 116,14,15) (S 7,9,9) (S 67,15,9) (S 103,9,15) (S 11,16,16) (S 89,15,16) (S 104,16,15) (S 98,15,14) (S 13,22,22) (S 118,14,22) (S 73,22,23) (D 0,1,1)
 0 1 7 30 88  32 (D 0,1,1) (S 71,1,5) (S 92,5,11) (S 115,11,5) (S 92,5,11) (S 59,11,19) (S 114,19,20) (S 66,20,21) (S 13,22,22) (S 102,21,22) (S 107,22,21) (S 10,13,13) (S 113,21,13) (S 72,13,14) (S 116,14,15) (S 7,9,9) (S 67,15,9) (S 2,3,3) (S 61,9,3) (S 1,2,2) (S 91,3,2) (S 48,2,1) (S 71,1,5) (S 92,5,11) (S 59,11,19) (S 12,18,18) (S 96,19,18) (S 100,18,19) (S 114,19,20) (S 20,30,30) (S 87,20,30) (D 0,1,1)
 0 1 8 60 113  62 (D 0,1,1) (S 71,1,5) (S 92,5,11) (S 59,11,19) (S 114,19,20) (S 111,20,19) (S 12,18,18) (S 96,19,18) (S 19,29,29) (S 77,18,29) (S 16,26,26) (S 76,29,26) (S 93,26,19) (S 12,18,18) (S 96,19,18) (S 19,29,29) (S 77,18,29) (S 16,26,26) (S 76,29,26) (S 19,29,29) (S 99,26,29) (S 16,26,26) (S 76,29,26) (S 24,34,34) (S 74,26,34) (S 25,35,35) (S 35,34,35) (S 26,36,36) (S 41,35,36) (S 28,42,42) (S 117,36,42) (S 51,42,41) (S 44,41,48) (S 32,47,47) (S 53,48,47) (S 53,47,48) (S 44,48,41) (S 38,41,49) (S 112,49,50) (S 29,43,43) (S 42,50,43) (S 27,38,38) (S 49,43,38) (S 29,43,43) (S 49,38,43) (S 37,43,45) (S 27,38,38) (S 52,45,38) (S 29,43,43) (S 49,38,43) (S 110,43,37) (S 29,43,43) (S 90,37,43) (S 37,43,45) (S 84,45,50) (S 106,50,45) (S 29,43,43) (S 37,45,43) (S 110,43,37) (S 21,31,31) (S 108,37,31) (D 0,1,1)
 0 1 9 58 143  60 (D 0,1,1) (S 71,1,5) (S 92,5,11) (S 59,11,19) (S 12,18,18) (S 96,19,18) (S 19,29,29) (S 77,18,29) (S 16,26,26) (S 76,29,26) (S 24,34,34) (S 74,26,34) (S 25,35,35) (S 35,34,35) (S 26,36,36) (S 41,35,36) (S 17,27,27) (S 43,36,27) (S 26,36,36) (S 43,27,36) (S 17,27,27) (S 43,36,27) (S 25,35,35) (S 64,27,35) (S 26,36,36) (S 41,35,36) (S 17,27,27) (S 43,36,27) (S 94,27,21) (S 10,13,13) (S 113,21,13) (S 72,13,14) (S 116,14,15) (S 7,9,9) (S 67,15,9) (S 2,3,3) (S 61,9,3) (S 1,2,2) (S 91,3,2) (S 48,2,1) (S 71,1,5) (S 92,5,11) (S 59,11,19) (S 12,18,18) (S 96,19,18) (S 19,29,29) (S 77,18,29) (S 16,26,26) (S 76,29,26) (S 24,34,34) (S 74,26,34) (S 25,35,35) (S 35,34,35) (S 26,36,36) (S 41,35,36) (S 17,27,27) (S 43,36,27) (S 20,30,30) (S 95,27,30) (D 0,1,1)
 0 1 10 42 88  44 (D 0,1,1) (S 71,1,5) (S 92,5,11) (S 59,11,19) (S 12,18,18) (S 96,19,18) (S 19,29,29) (S 77,18,29) (S 16,26,26) (S 76,29,26) (S 24,34,34) (S 74,26,34) (S 25,35,35) (S 35,34,35) (S 26,36,36) (S 41,35,36) (S 28,42,42) (S 117,36,42) (S 51,42,41) (S 80,41,40) (S 32,47,47) (S 85,40,47) (S 53,47,48) (S 44,48,41) (S 80,41,40) (S 86,40,41) (S 38,41,49) (S 112,49,50) (S 106,50,45) (S 29,43,43) (S 37,45,43) (S 110,43,37) (S 22,32,32) (S 36,37,32) (S 36,32,37) (S 22,32,32) (S 36,37,32) (S 27,38,38) (S 40,32,38) (S 22,32,32) (S 40,38,32) (S 18,28,28) (S 62,32,28) (D 0,1,1)
