4563
11
8648577
38935
 0 1 1 18 223  20 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 7,118,118) (S 205,117,118) (S 210,118,121) (S 212,121,122) (S 33,123,123) (S 214,122,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 227,131,132) (S 228,132,133) (S 10,135,135) (S 230,133,135) (D 0,1,1)
 0 1 2 20 233  22 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 211,120,121) (S 212,121,122) (S 33,123,123) (S 214,122,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 227,131,132) (S 228,132,133) (S 229,133,134) (S 29,136,136) (S 232,134,136) (D 0,1,1)
 0 1 3 9 159  11 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 217,123,125) (S 236,125,138) (D 0,1,1)
 0 1 4 14 207  16 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 220,126,127) (S 221,127,128) (S 223,128,129) (D 0,1,1)
 0 1 5 12 182  14 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 225,126,130) (D 0,1,1)
 0 1 6 14 220  16 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 235,131,138) (D 0,1,1)
 0 1 7 13 173  15 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 220,126,127) (S 224,127,129) (D 0,1,1)
 0 1 8 18 209  20 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 227,131,132) (S 228,132,133) (S 229,133,134) (S 10,135,135) (S 231,134,135) (D 0,1,1)
 0 1 9 17 204  19 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 227,131,132) (S 228,132,133) (S 10,135,135) (S 230,133,135) (D 0,1,1)
 0 1 10 19 255  21 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 227,131,132) (S 228,132,133) (S 229,133,134) (S 29,136,136) (S 232,134,136) (S 233,136,137) (D 0,1,1)
 0 1 11 19 231  21 (D 0,1,1) (S 201,1,116) (S 202,116,117) (S 35,119,119) (S 206,117,119) (S 207,119,120) (S 33,123,123) (S 216,120,123) (S 34,124,124) (S 215,123,124) (S 46,126,126) (S 219,124,126) (S 36,131,131) (S 226,126,131) (S 227,131,132) (S 228,132,133) (S 229,133,134) (S 29,136,136) (S 232,134,136) (S 234,136,138) (D 0,1,1)
