934
10
5067580
6521
 0 1 1 3 8  5 (D 0,1,1) (S 16,1,20) (S 9,15,15) (S 35,20,15) (D 0,1,1)
 0 1 2 13 54  15 (D 0,1,1) (S 3,5,5) (S 14,1,5) (S 25,5,6) (S 42,6,7) (S 26,7,6) (S 3,5,5) (S 43,6,5) (S 48,5,4) (S 3,5,5) (S 30,4,5) (S 14,5,1) (S 34,1,11) (S 38,11,1) (D 0,1,1)
 0 1 3 4 16  6 (D 0,1,1) (S 39,1,19) (S 27,19,20) (S 41,20,21) (S 50,21,24) (D 0,1,1)
 0 1 4 2 3  4 (D 0,1,1) (S 5,9,9) (S 47,1,9) (D 0,1,1)
 0 1 5 3 9  5 (D 0,1,1) (S 39,1,19) (S 5,9,9) (S 40,19,9) (D 0,1,1)
 0 1 6 3 9  5 (D 0,1,1) (S 39,1,19) (S 12,22,22) (S 45,19,22) (D 0,1,1)
 0 1 7 23 59  25 (D 0,1,1) (S 34,1,11) (S 18,11,6) (S 6,12,12) (S 20,6,12) (S 20,12,6) (S 6,12,12) (S 20,6,12) (S 11,17,17) (S 29,12,17) (S 6,12,12) (S 33,17,12) (S 10,16,16) (S 17,12,16) (S 11,17,17) (S 31,16,17) (S 10,16,16) (S 36,17,16) (S 6,12,12) (S 17,16,12) (S 20,12,6) (S 3,5,5) (S 43,6,5) (S 14,5,1) (D 0,1,1)
 0 1 8 11 43  13 (D 0,1,1) (S 34,1,11) (S 38,11,1) (S 16,1,20) (S 41,20,21) (S 22,21,23) (S 21,23,24) (S 21,24,23) (S 21,23,24) (S 37,24,21) (S 9,15,15) (S 46,21,15) (D 0,1,1)
 0 1 9 27 84  29 (D 0,1,1) (S 3,5,5) (S 14,1,5) (S 48,5,4) (S 2,3,3) (S 24,4,3) (S 24,3,4) (S 3,5,5) (S 30,4,5) (S 25,5,6) (S 42,6,7) (S 4,8,8) (S 19,7,8) (S 19,8,7) (S 7,13,13) (S 13,7,13) (S 13,13,7) (S 7,13,13) (S 13,7,13) (S 8,14,14) (S 23,13,14) (S 7,13,13) (S 23,14,13) (S 13,13,7) (S 26,7,6) (S 3,5,5) (S 43,6,5) (S 14,5,1) (D 0,1,1)
 0 1 10 29 66  31 (D 0,1,1) (S 3,5,5) (S 14,1,5) (S 25,5,6) (S 6,12,12) (S 20,6,12) (S 10,16,16) (S 17,12,16) (S 6,12,12) (S 17,16,12) (S 10,16,16) (S 17,12,16) (S 11,17,17) (S 31,16,17) (S 7,13,13) (S 44,17,13) (S 8,14,14) (S 23,13,14) (S 15,14,18) (S 8,14,14) (S 15,18,14) (S 15,14,18) (S 11,17,17) (S 49,18,17) (S 6,12,12) (S 33,17,12) (S 20,12,6) (S 3,5,5) (S 43,6,5) (S 14,5,1) (D 0,1,1)
